transaction_id,customer_id,customer_name,customer_email,transaction_timestamp,product_code,product_name,amount,payment_method,shipping_address,order_status,customer_feedback
TXN-20250623-001371,CUST-CA-0088,Robert Jones,robert.jones@test.com,23/06/2025 13:24,HOME-DECOR-3650,LED Floor Lamp,€742.50,CREDIT CARD,"4503 Main St, Houston, IL 73988",Cancelled,Perfect! 5/5 stars
TXN-20240311-001372,CUST-CA-0002,William Davis,WILLIAM.DAVIS@SHOP.COM,03/11/2024 03:46 PM,CLOTH-SHIRT-6478,Leather Jacket [L],$157.17,Debit Card - Visa,"5264 Elm Street, Liverpool, UK, LS1 1AA",Cancelled - 12/03/2024,Poor quality 😞
TXN-20251208-001373,CUST-US-0080,ROBERT MARTINEZ,ROBERT.MARTINEZ@TEST.COM,12/08/2025 10:10 AM,ELEC-LAPTOP-9193,"MacBook Pro 14""","€1,989.06",Credit Card (Visa),,Processing,Poor quality 😞
TXN-20241114-001374,CUST-EU-0303,Ms. Emma Miller,,14/11/2024 21:44,HOME-FURNITURE-5580,Queen Bedding Set,€319.03,PayPal,"5604 High Street, Manchester, UK, L1 1AA",Cancelled,Arrived damaged 😠
TXN-20240322-001375,CUSTCA0413,Sarah Wilson,sarah.wilson@mail.com,22/03/2024 09:11,SPORT-OUTDOOR-6658,Diving Gear Set,$115.77,Credit Card (Mastercard),"9135 Oak Road, Phoenix, IL 49780",Cancelled - 23/03/2024,
TXN-20240621-001376,CUST-ASIA-0051,mrs. patricia garcia,patricia.garcia@mail.com,21/06/2024 13:08,CLOTH-SHOES-1011,Levis Jeans 32x34,$244.80,Credit Card (Mastercard),,Shipped (est. arrival: June 26),Poor quality 😞
TXN-20250308-001377,CUSTCA0459,Dr. William Martinez,WILLIAM.MARTINEZ@EMAIL.COM,2025-03-08T20:20:48Z,BOOK-TEXTBOOK-3793,Python Programming,$74.36,PayPal,"2298 Main St, Birmingham, UK, M1 1AA",Processing,Average product
TXN-20250504-001378,CUST-ASIA-0432,Mary Smith,MARY.SMITH@SHOP.COM,04/05/2025 10:23,HOME-DECOR-2278,Wall Art Decoration,$1163.86,CREDIT CARD,"7595 Park Ave, Houston, IL 67451",Shipped (est. arrival: May 11),Average product
TXN-20240207-001379,CUST-US-0338,  Mary Lopez  ,mary.lopez@email.com,2024-02-07T17:19:08Z,SPORT-FITNESS-7093,Diving Gear Set,€375.97,Credit Card (Visa),"419 Main St, New York, NY 86568",Cancelled,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250806-001380,CUST-ASIA-0016,MRS. SARAH SMITH,SARAH.SMITH@EXAMPLE.COM,"August 6, 2025 at 4:22AM",ELEC-TABLET-4390,iPhone 15 Pro Max (256GB),$473.20,CREDIT CARD,"5186 Oak Road, New York, TX 64428",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240428-001381,CUST-US-0480,MR. JOHN MARTINEZ,john.martinez@mail.com,2024-04-28T14:06:21Z,ELEC-TABLET-4773,Bose Headphones,€204.58,Credit Card (Mastercard),"4196 Park Ave, Phoenix, CA 58468",Delivered on 2024-04-30,Perfect! 5/5 stars
TXN-20241129-001382,CUST-UK-0358,EMMA GARCIA,emma.garcia@mail.com,29/11/2024 09:46,CLOTH-PANTS-1112,Leather Jacket [L],$296.77,Debit Card - Visa,,Cancelled,
TXN-20240828-001383,CUST-US-0051,Jennifer Lopez,jennifer.lopez@example.com,2024-08-28T18:32:07Z,HOME-FURNITURE-1421,LED Floor Lamp,£1086.71,credit_card,"3027 Oak Road, Birmingham, UK, SW1A 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250929-001384,CUST-ASIA-0183,mr. michael lopez,michael.lopez@shop.com,"September 29, 2025 at 9:35PM",BOOK-MAGAZINE-7450,Digital Marketing eBook,$13.38,credit_card,"7674 Oak Road, Los Angeles, NY 45532",Cancelled - 30/09/2025,Perfect! 5/5 stars
TXN-20250411-001385,CUST-US-0035,  JAMES LOPEZ  ,james.lopez@test.com,2025-04-11T23:29:36Z,ELEC-LAPTOP-4129,iPhone 15 Pro Max (256GB),$1145.76,Apple Pay,"2687 Park Ave, Los Angeles, AZ 68486",Delivered on 2025-04-15,Perfect! 5/5 stars
TXN-20240229-001386,CUST-UK-0288,  David Wilson  ,invalid-email,"February 29, 2024 at 2:30PM",SPORT-FITNESS-3957,Diving Gear Set,,PayPal,"3581 Elm Street, Birmingham, UK, SW1A 1AA",Cancelled,Disappointed 😢
TXN20250314001387,CUST-ASIA-0367,James Hernandez,JAMES.HERNANDEZ@TEST.COM,"March 14, 2025 at 6:45AM",BOOK-MAGAZINE-4060,Python Programming,$84.65,Apple Pay,"4834 Park Ave, Phoenix, AZ 20201",Delivered on 2025-03-18,Perfect! 5/5 stars
TXN-20240219-001388,CUST-EU-0358,  richard martinez  ,richard.martinez@test.com,19/02/2024 14:33,HOME-LIGHTING-9791,Wall Art Decoration,$378.41,Credit Card (Mastercard),"1949 Oak Road, Leeds, UK, B1 1AA",Processing,
TXN-20251210-001389,CUST-EU-0143,emma hernandez,emma.hernandez@email.com,10/12/2025 19:15,CLOTH-PANTS-6279,Nike Running Shoes - Size 10,30.02,Apple Pay,,Cancelled,Not worth the price
TXN-20240317-001390,CUST-UK-0339,  MS. JENNIFER WILLIAMS  ,JENNIFER.WILLIAMS@EXAMPLE.COM,2024-03-17T08:00:07Z,ELEC-LAPTOP-9070,Bose Headphones,,Debit Card - Visa,"1587 Oak Road, London, UK, L1 1AA",Delivered on 2024-03-26,
TXN-20241228-001391,CUST-UK-0010,,michael.jones@test.com,28/12/2024 09:10,BOOK-FICTION-8113,Data Science Handbook,89.34,Debit Card - Visa,"617 Elm Street, New York, CA 60012",Processing,Perfect! 5/5 stars
TXN-20241230-001392,CUST-US-0463,Mrs. Jennifer Garcia,JENNIFER.GARCIA@TEST.COM,"December 30, 2024 at 1:56PM",CLOTH-JACKET-8369,Summer Dress (M),$169.03,Google Pay,"6728 Park Ave, Chicago, IL 93754",Shipped (est. arrival: January 03),Disappointed 😢
TXN-20240825-001393,CUST-CA-0019,mr. john rodriguez,john.rodriguez@test.com,25/08/2024 18:11,CLOTH-SHIRT-9661,Levis Jeans 32x34,$23.65,Google Pay,"8802 Park Ave, Manchester, UK, M1 1AA",Processing,Excellent quality 👍
TXN-20241120-001394,CUST-EU-0492,ms. linda miller,LINDA.MILLER@TEST.COM,20/11/2024 21:28,BOOK-EBOOK-6199,Business Magazine,$73.51,DEBIT CARD - Mastercard,,Processing,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20251005-001395,CUST-EU-0010,James Miller,james.miller@mail.com,05/10/2025 23:18,SPORT-FITNESS-9571,Yoga Mat Premium,$498.31,DEBIT CARD - Mastercard,"3689 Park Ave, Los Angeles, NY 82862",Shipped (est. arrival: October 08),Disappointed 😢
TXN-20250907-001396,CUST-ASIA-0022,  mrs. patricia davis  ,PATRICIA.DAVIS@SHOP.COM,"September 7, 2025 at 5:09PM",HOME-KITCHEN-2154,Wall Art Decoration,1123.49,PayPal,"3266 Elm Street, Liverpool, UK, SW1A 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240528-001397,CUST-UK-0013,  MICHAEL BROWN  ,MICHAEL.BROWN@EMAIL.COM,05/28/2024 03:55 PM,ELEC-CAMERA-9329,Sony Camera A7,$117.40,Google Pay,"6288 High Street, Leeds, UK, LS1 1AA",Shipped (est. arrival: June 01),Excellent quality 👍
TXN-20241002-001398,CUST-US-0144,  Richard Anderson  ,richard.anderson@email.com,02/10/2024 18:26,HOME-LIGHTING-3560,Kitchen Mixer,£140.53,DEBIT CARD - Mastercard,,Cancelled - 02/10/2024,Excellent quality 👍
TXN-20250901-001399,CUST-US-0014,Patricia Martinez,patricia.martinez@email.com,09/01/2025 11:51 AM,BOOK-NONFICTION-8309,Business Magazine,$53.07,Debit Card - Visa,"7719 Park Ave, Birmingham, UK, SW1A 1AA",Shipped (est. arrival: September 07),Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20240510-001400,CUST-EU-0401,mrs. emma wilson,emma.wilson@mail.com,2024-05-10T18:16:00Z,BOOK-TEXTBOOK-5125,Python Programming,£37.45,PayPal,"9914 High Street, Chicago, IL 91287",Cancelled - 12/05/2024,Poor quality 😞
TXN-20251203-001401,CUST-US-0225,Ms. Joseph Jones,joseph.jones@shop.com,2025-12-03T19:55:38Z,ELEC-PHONE-8675,Sony Camera A7,$920.24,DEBIT CARD - Mastercard,"2405 Elm Street, Leeds, UK, SW1A 1AA",Processing,Good value for money
TXN-20240826-001402,CUST-ASIA-0498,,ROBERT.ANDERSON@EMAIL.COM,"August 26, 2024 at 9:49PM",HOME-FURNITURE-3553,LED Floor Lamp,$817.36,CREDIT CARD,"6312 Elm Street, Liverpool, UK, L1 1AA",Delivered on 05/09/2024,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20251103-001403,CUST-UK-0225,MS. EMMA DAVIS,emma.davis@test.com,"November 3, 2025 at 7:13PM",ELEC-CAMERA-3569,iPhone 15 Pro Max (256GB),$1697.25,PayPal,"1034 Elm Street, Los Angeles, NY 93860",Delivered on 2025-11-11,Excellent quality 👍
TXN-20250310-001404,CUST-UK-0383,  Mrs. James Rodriguez  ,JAMES.RODRIGUEZ@EXAMPLE.COM,"March 10, 2025 at 12:25PM",BOOK-MAGAZINE-3971,Data Science Handbook,€93.56,Google Pay,"1680 Elm Street, New York, IL 68080",Processing,
TXN-20241207-001405,CUST-ASIA-0490,jennifer rodriguez,JENNIFER.RODRIGUEZ@EMAIL.COM,"December 7, 2024 at 12:18PM",BOOK-NONFICTION-5114,Python Programming,$83.65,DEBIT CARD - Mastercard,"8486 High Street, London, UK, L1 1AA",Delivered on 2024-12-14,
TXN-20250910-001406,CUST-US-0231,Mrs. Lisa Hernandez,lisa.hernandez@example.com,"September 10, 2025 at 4:12PM",BOOK-TEXTBOOK-6123,Data Science Handbook,$24.52,DEBIT CARD - Mastercard,"4012 Main St, New York, NY 32915",Shipped (est. arrival: September 15),Perfect! 5/5 stars
TXN-20250406-001407,CUST-ASIA-0036,Mr. William Martinez,invalid-email,04/06/2025 04:46 PM,BOOK-FICTION-6904,Digital Marketing eBook,$27.66,PayPal,"5403 Oak Road, Los Angeles, TX 60902",Shipped (est. arrival: April 12),Average product
TXN-20250305-001408,CUST-ASIA-0427,  Dr. Michael Lopez  ,MICHAEL.LOPEZ@MAIL.COM,03/05/2025 05:40 PM,CLOTH-SHOES-8347,Levis Jeans 32x34,$218.72,Debit Card - Visa,"2406 High Street, London, UK, SW1A 1AA",Shipped (est. arrival: March 10),Average product
TXN-20251019-001409,CUST-UK-0309,  robert smith  ,ROBERT.SMITH@SHOP.COM,"October 19, 2025 at 5:52PM",CLOTH-JACKET-9278,Levis Jeans 32x34,276.69,DEBIT CARD - Mastercard,"5725 Oak Road, Leeds, UK, SW1A 1AA",Cancelled,
TXN-20251005-001410,CUST-ASIA-0020,Linda Smith,,2025-10-05T11:15:26Z,ELEC-LAPTOP-2941,"MacBook Pro 14""",$747.57,Credit Card (Mastercard),"1962 Park Ave, Birmingham, UK, L1 1AA",Processing,
TXN-20240513-001411,CUST-UK-0389,Mrs. Mary Martinez,MARY.MARTINEZ@EXAMPLE.COM,13/05/2024 18:20,BOOK-TEXTBOOK-2077,Digital Marketing eBook,$11.63,PayPal,"6520 Oak Road, New York, NY 84713",Delivered on 16/05/2024,Average product
TXN-20260129-001412,CUST-UK-0320,Mr. Jennifer Jones,,01/29/2026 10:23 PM,ELEC-AUDIO-7783,iPhone 15 Pro Max (256GB),,DEBIT CARD - Mastercard,"7079 Park Ave, Liverpool, UK, L1 1AA",Delivered on 04/02/2026,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250225-001413,CUST-ASIA-0453,,mary.hernandez@example.com,02/25/2025 09:36 PM,BOOK-TEXTBOOK-2634,The Great Gatsby [Paperback],,Credit Card (Mastercard),"6496 Oak Road, Leeds, UK, LS1 1AA",Delivered on 2025-03-04,Not worth the price
TXN-20251123-001414,CUST-US-0367,  DR. SARAH MARTINEZ  ,sarah.martinez@test.com,23/11/2025 15:50,CLOTH-DRESS-9844,Summer Dress (M),£249.29,PayPal,,Cancelled,Not worth the price
TXN-20240729-001415,CUST-ASIA-0234,  JAMES JOHNSON  ,james.johnson@test.com,2024-07-29T19:35:06Z,HOME-FURNITURE-6233,Modern Sofa Set,"€1,271.41",Credit Card (Visa),"39 Park Ave, Phoenix, IL 46195",Delivered on 02/08/2024,Good value for money
TXN20240416001416,CUST-CA-0372,,emma.williams@shop.com,"April 16, 2024 at 10:42PM",ELEC-TABLET-5406,iPhone 15 Pro Max (256GB),1570.17,Credit Card (Visa),"3126 Main St, Birmingham, UK, M1 1AA",Processing,
TXN-20250317-001417,CUST-ASIA-0050,dr. sarah williams,SARAH.WILLIAMS@EMAIL.COM,"March 17, 2025 at 2:50PM",BOOK-FICTION-3158,The Great Gatsby [Paperback],£60.72,Credit Card (Visa),"31 Main St, Los Angeles, CA 31587",Delivered on 2025-03-25,Not worth the price
TXN-20250112-001418,CUST-EU-0238,James Lopez,james.lopez@email.com,2025-01-12T12:38:41Z,CLOTH-JACKET-1370,Leather Jacket [L],£294.79,Credit Card (Visa),"5616 Park Ave, London, UK, L1 1AA",Processing,Excellent quality 👍
TXN-20250322-001419,CUST-UK-0170,MS. MARY SMITH,mary.smith@example.com,22/03/2025 19:57,HOME-LIGHTING-2303,Kitchen Mixer,$1129.14,CREDIT CARD,"5112 Park Ave, Manchester, UK, L1 1AA",Cancelled - 23/03/2025,Poor quality 😞
TXN-20240408-001420,CUST-CA-0066,Ms. Michael Wilson,MICHAEL.WILSON@EXAMPLE.COM,"April 8, 2024 at 11:24PM",CLOTH-JACKET-2246,Leather Jacket [L],$203.06,Debit Card - Visa,"5499 Elm Street, London, UK, M1 1AA",Delivered on 2024-04-14,Perfect! 5/5 stars
TXN-20240520-001421,CUST-US-0117,  dr. joseph williams  ,JOSEPH.WILLIAMS@EXAMPLE.COM,05/20/2024 12:29 PM,HOME-KITCHEN-4029,Modern Sofa Set,$1026.50,credit_card,,Cancelled,Perfect! 5/5 stars
TXN-20250929-001422,CUST-CA-0243,,JAMES.DAVIS@EMAIL.COM,2025-09-29T18:24:28Z,ELEC-CAMERA-8118,"MacBook Pro 14""",€922.09,CREDIT CARD,"431 Oak Road, London, UK, SW1A 1AA",Processing,
TXN-20251104-001423,CUST-EU-0095,Ms. Mary Williams,mary.williams@shop.com,"November 4, 2025 at 11:35AM",SPORT-OUTDOOR-4857,Camping Tent 4-Person,$135.34,Credit Card (Mastercard),"7068 Elm Street, Leeds, UK, B1 1AA",Processing,Perfect! 5/5 stars
TXN-20250819-001424,CUST-US-0250,  Mr. James Wilson  ,james.wilson@mail.com,08/19/2025 03:20 PM,CLOTH-JACKET-1983,Levis Jeans 32x34,€278.26,credit_card,"3445 Elm Street, Chicago, IL 33297",Processing,Arrived damaged 😠
TXN-20240730-001425,CUST-ASIA-0416,  Mr. James Davis  ,,30/07/2024 12:03,BOOK-MAGAZINE-5229,Python Programming,£84.28,Debit Card - Visa,"3786 Oak Road, Houston, TX 36855",Delivered on 2024-08-05,Disappointed 😢
TXN-20240429-001426,CUST-US-0269,,james.williams@mail.com,2024-04-29T19:29:57Z,BOOK-MAGAZINE-5778,Python Programming,$98.89,CREDIT CARD,"1714 Main St, Chicago, IL 74947",Shipped (est. arrival: May 04),Not worth the price
TXN-20241217-001427,CUST-US-0327,  Jennifer Wilson  ,jennifer.wilson@email.com,"December 17, 2024 at 3:06PM",CLOTH-SHIRT-1322,Nike Running Shoes - Size 10,€49.21,credit_card,"1777 Elm Street, Liverpool, UK, B1 1AA",Cancelled,Not worth the price
TXN-20250109-001428,CUST-EU-0331,Ms. Linda Johnson,linda.johnson@email.com,09/01/2025 15:09,HOME-DECOR-5418,Wall Art Decoration,,Credit Card (Visa),"4509 Oak Road, Chicago, AZ 64839",Delivered on 2025-01-18,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20251204-001429,CUST-UK-0237,  David Davis  ,david.davis@shop.com,12/04/2025 10:11 AM,SPORT-TEAM-7385,Ski Jacket Waterproof,$25.51,Apple Pay,"1860 Park Ave, Liverpool, UK, L1 1AA",Processing,Not worth the price
TXN-20240509-001430,CUST-CA-0129,Mary Johnson,mary.johnson@example.com,2024-05-09T22:26:09Z,BOOK-FICTION-5873,The Great Gatsby [Paperback],$26.79,Google Pay,"5162 High Street, Houston, AZ 59323",Cancelled - 09/05/2024,Average product
TXN-20240323-001431,CUST-ASIA-0109,Ms. Robert Smith,robert.smith@example.com,03/23/2024 06:38 PM,CLOTH-PANTS-8647,Summer Dress (M),$161.87,Debit Card - Visa,"2694 Oak Road, London, UK, SW1A 1AA",Cancelled,Disappointed 😢
TXN-20251114-001432,CUST-CA-0110,JAMES SMITH,JAMES.SMITH@EXAMPLE.COM,2025-11-14T11:59:10Z,SPORT-OUTDOOR-4405,Ski Jacket Waterproof,$246.09,CREDIT CARD,"492 Park Ave, Los Angeles, IL 41739",Cancelled - 16/11/2025,
TXN-20240422-001433,CUST-EU-0366,Mr. David Lopez,david.lopez@shop.com,04/22/2024 09:19 PM,BOOK-FICTION-3167,The Great Gatsby [Paperback],£76.71,Debit Card - Visa,"7760 Main St, London, UK, M1 1AA",Cancelled,Not worth the price
TXN-20240926-001434,CUST-US-0301,ms. michael brown,michael.brown@mail.com,2024-09-26T14:52:53Z,HOME-FURNITURE-4368,Kitchen Mixer,$1425.51,Debit Card - Visa,"5333 Oak Road, London, UK, B1 1AA",Processing,Excellent quality 👍
TXN-20250822-001435,CUST-UK-0467,,DAVID.LOPEZ@MAIL.COM,22/08/2025 13:11,ELEC-PHONE-9050,Bose Headphones,€384.16,Credit Card (Mastercard),"6643 High Street, Manchester, UK, M1 1AA",Shipped (est. arrival: August 27),Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240313-001436,CUST-UK-0170,  Ms. David Johnson  ,david.johnson@email.com,13/03/2024 14:31,SPORT-WINTER-4859,Diving Gear Set,$136.58,PayPal,,Shipped (est. arrival: March 19),Perfect! 5/5 stars
TXN20250126001437,CUST-US-0484,  MR. EMMA MILLER  ,emma.miller@shop.com,01/26/2025 06:01 PM,HOME-FURNITURE-4304,Queen Bedding Set,$38.42,PayPal,"7416 Park Ave, Manchester, UK, SW1A 1AA",Shipped (est. arrival: February 01),Poor quality 😞
TXN-20250525-001438,CUST-EU-0090,  Dr. Patricia Lopez  ,PATRICIA.LOPEZ@MAIL.COM,2025-05-25T21:32:13Z,CLOTH-PANTS-7475,Cotton T-Shirt,€106.63,Credit Card (Mastercard),"5663 Main St, Leeds, UK, SW1A 1AA",Delivered on 04/06/2025,
TXN-20250701-001439,CUSTASIA0032,Mrs. Sarah Brown,SARAH.BROWN@EMAIL.COM,2025-07-01T14:14:51Z,BOOK-TEXTBOOK-5243,Data Science Handbook,€73.34,Credit Card (Mastercard),"5168 High Street, Manchester, UK, B1 1AA",Delivered on 2025-07-04,Average product
TXN-20240709-001440,CUST-UK-0465,Mrs. Mary Johnson,mary.johnson@example.com,07/09/2024 11:37 AM,CLOTH-DRESS-6324,Nike Running Shoes - Size 10,$222.03,credit_card,"9421 Main St, Houston, NY 49954",Delivered on 14/07/2024,
TXN-20240104-001441,CUST-CA-0099,,patricia.johnson@example.com,"January 4, 2024 at 11:50PM",BOOK-MAGAZINE-9332,Python Programming,€51.23,Credit Card (Mastercard),"9781 Oak Road, Phoenix, TX 64061",Delivered on 2024-01-08,
TXN-20250808-001442,CUST-ASIA-0407,linda jones,,08/08/2025 10:31 AM,ELEC-CAMERA-3544,Sony Camera A7,$579.58,credit_card,"4941 Oak Road, New York, AZ 94634",Shipped (est. arrival: August 15),
TXN-20260120-001443,CUSTCA0350,MS. SARAH JONES,invalid-email,20/01/2026 19:20,SPORT-TEAM-9854,Camping Tent 4-Person,122.75,DEBIT CARD - Mastercard,"3396 Park Ave, London, UK, M1 1AA",Processing,
TXN-20251119-001444,CUST-UK-0034,Jennifer Hernandez,JENNIFER.HERNANDEZ@SHOP.COM,19/11/2025 11:40,ELEC-TABLET-5267,Samsung Galaxy S24,$1803.94,Apple Pay,"8922 High Street, Manchester, UK, SW1A 1AA",Cancelled - 21/11/2025,Arrived damaged 😠
TXN-20260113-001445,CUST-CA-0396,dr. robert rodriguez,,13/01/2026 19:23,SPORT-WINTER-2397,Diving Gear Set,$117.85,DEBIT CARD - Mastercard,"1636 High Street, Houston, NY 77802",Cancelled,Excellent quality 👍
TXN-20250317-001446,CUST-US-0423,Ms. Sarah Brown,SARAH.BROWN@SHOP.COM,"March 17, 2025 at 2:48PM",BOOK-TEXTBOOK-8927,The Great Gatsby [Paperback],$96.69,CREDIT CARD,"9746 Oak Road, Houston, AZ 10053",Shipped (est. arrival: March 24),Poor quality 😞
TXN-20240223-001447,CUST-UK-0284,Sarah Johnson,sarah.johnson@mail.com,"February 23, 2024 at 10:00PM",SPORT-WATER-5224,Diving Gear Set,$80.58,Credit Card (Mastercard),"7423 Park Ave, London, UK, B1 1AA",Cancelled - 23/02/2024,Average product
TXN-20250708-001448,CUST-ASIA-0463,MS. JENNIFER ANDERSON,jennifer.anderson@email.com,08/07/2025 12:22,SPORT-FITNESS-5821,Yoga Mat Premium,,Credit Card (Visa),"3573 Park Ave, Manchester, UK, L1 1AA",Shipped (est. arrival: July 12),
TXN-20240803-001449,CUST-UK-0219,DR. JOSEPH ANDERSON,JOSEPH.ANDERSON@EMAIL.COM,"August 3, 2024 at 11:23AM",SPORT-WATER-8637,Diving Gear Set,£359.22,Debit Card - Visa,"3713 Oak Road, Los Angeles, TX 63344",Shipped (est. arrival: August 10),Excellent quality 👍
TXN-20250417-001450,CUST-UK-0495,Mr. Sarah Hernandez,,2025-04-17T13:49:42Z,ELEC-CAMERA-9542,Bose Headphones,€564.16,Google Pay,"2466 Park Ave, Birmingham, UK, SW1A 1AA",Cancelled - 19/04/2025,Arrived damaged 😠
TXN-20241102-001451,CUST-US-0361,MR. JOSEPH JOHNSON,joseph.johnson@example.com,11/02/2024 04:23 PM,BOOK-NONFICTION-6100,Data Science Handbook,$37.83,Google Pay,"7623 Main St, Manchester, UK, B1 1AA",Processing,Perfect! 5/5 stars
TXN-20250124-001452,CUST-EU-0410,Ms. Lisa Wilson,lisa.wilson@example.com,"January 24, 2025 at 3:52PM",HOME-FURNITURE-5635,Modern Sofa Set,,Debit Card - Visa,,Shipped (est. arrival: January 31),Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250824-001453,CUST-EU-0388,MR. JOHN WILLIAMS,JOHN.WILLIAMS@EXAMPLE.COM,2025-08-24T23:20:08Z,BOOK-NONFICTION-1898,Python Programming,£55.36,Google Pay,"5652 Elm Street, Chicago, TX 48398",Processing,Perfect! 5/5 stars
TXN-20240825-001454,CUST-CA-0126,,michael.lopez@email.com,"August 25, 2024 at 11:07AM",SPORT-OUTDOOR-5826,Yoga Mat Premium,$217.65,Credit Card (Visa),"3299 Main St, Los Angeles, IL 84182",Cancelled - 27/08/2024,Average product
TXN-20240727-001455,CUST-US-0120,MS. PATRICIA ANDERSON,PATRICIA.ANDERSON@SHOP.COM,27/07/2024 18:56,SPORT-OUTDOOR-2507,Diving Gear Set,$295.26,Google Pay,"8537 Main St, New York, AZ 21135",Shipped (est. arrival: July 31),Good value for money
TXN-20240903-001456,CUST-UK-0296,Richard Hernandez,RICHARD.HERNANDEZ@TEST.COM,03/09/2024 18:57,HOME-BEDDING-6072,Kitchen Mixer,$1031.95,credit_card,"8575 High Street, Phoenix, TX 87572",Processing,Poor quality 😞
TXN-20240825-001457,CUST-EU-0319,  mr. mary davis  ,MARY.DAVIS@EXAMPLE.COM,25/08/2024 09:57,CLOTH-JACKET-6983,Leather Jacket [L],$192.16,Credit Card (Mastercard),"403 High Street, Los Angeles, CA 73023",Shipped (est. arrival: August 31),Not worth the price
TXN-20240809-001458,CUST-CA-0152,Dr. Linda Williams,,"August 9, 2024 at 4:00AM",SPORT-TEAM-6426,Camping Tent 4-Person,$491.45,Debit Card - Visa,"9021 Oak Road, Liverpool, UK, M1 1AA",Delivered on 2024-08-18,
TXN20250422001459,CUST-EU-0097,  Ms. Patricia Hernandez  ,,2025-04-22T07:13:11Z,SPORT-WINTER-4950,Ski Jacket Waterproof,$155.30,CREDIT CARD,"1108 High Street, Phoenix, TX 29684",Processing,Disappointed 😢
TXN-20241130-001460,CUST-EU-0221,Ms. William Smith,WILLIAM.SMITH@SHOP.COM,"November 30, 2024 at 3:27PM",CLOTH-PANTS-6717,Nike Running Shoes - Size 10,$194.44,Debit Card - Visa,"6847 Park Ave, Los Angeles, IL 37250",Processing,Arrived damaged 😠
TXN-20250111-001461,CUST-EU-0204,mr. robert martinez,ROBERT.MARTINEZ@TEST.COM,2025-01-11T19:27:54Z,HOME-BEDDING-6971,Wall Art Decoration,,credit_card,"5716 Park Ave, Liverpool, UK, B1 1AA",Cancelled,Arrived damaged 😠
TXN-20250101-001462,CUST-UK-0166,John Garcia,,01/01/2025 07:23,SPORT-WATER-5588,Basketball Official,$173.68,Apple Pay,"8243 Park Ave, Los Angeles, TX 50685",Cancelled - 03/01/2025,Good value for money
TXN-20240218-001463,CUST-UK-0204,MRS. PATRICIA HERNANDEZ,PATRICIA.HERNANDEZ@SHOP.COM,"February 18, 2024 at 7:21PM",HOME-FURNITURE-7840,Wall Art Decoration,$955.58,credit_card,,Shipped (est. arrival: February 25),Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240928-001464,CUST-EU-0450,mr. david brown,,09/28/2024 09:38 AM,BOOK-FICTION-6162,The Great Gatsby [Paperback],£77.84,CREDIT CARD,"5131 Elm Street, Los Angeles, IL 92846",Processing,Arrived damaged 😠
TXN-20251129-001465,CUST-EU-0178,,joseph.wilson@mail.com,11/29/2025 04:31 PM,CLOTH-SHIRT-1723,Nike Running Shoes - Size 10,,Debit Card - Visa,"9949 Elm Street, Houston, NY 37518",Delivered on 2025-12-01,
TXN-20251119-001466,CUST-UK-0385,  Ms. Mary Martinez  ,mary.martinez@email.com,2025-11-19T13:47:17Z,SPORT-OUTDOOR-5288,Basketball Official,$32.83,Debit Card - Visa,"1472 High Street, Liverpool, UK, LS1 1AA",Processing,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250421-001467,CUST-ASIA-0090,DR. PATRICIA GARCIA,,04/21/2025 11:53 PM,BOOK-TEXTBOOK-8335,Digital Marketing eBook,80.56,Apple Pay,"1519 Oak Road, Liverpool, UK, B1 1AA",Delivered on 26/04/2025,
TXN-20250708-001468,CUST-CA-0442,Mr. Linda Martinez,LINDA.MARTINEZ@EMAIL.COM,2025-07-08T18:08:56Z,BOOK-FICTION-7704,Business Magazine,$63.91,Debit Card - Visa,"9799 Oak Road, Phoenix, CA 12732",Cancelled - 08/07/2025,Average product
TXN20241228001469,CUST-ASIA-0320,Mrs. Jennifer Lopez,jennifer.lopez@shop.com,28/12/2024 10:30,CLOTH-JACKET-6670,Leather Jacket [L],163.34,CREDIT CARD,,Delivered on 07/01/2025,Excellent quality 👍
TXN-20240502-001470,CUST-UK-0120,  JOSEPH HERNANDEZ  ,JOSEPH.HERNANDEZ@SHOP.COM,"May 2, 2024 at 9:32AM",BOOK-FICTION-8623,The Great Gatsby [Paperback],,Credit Card (Visa),"8400 High Street, Manchester, UK, M1 1AA",Delivered on 12/05/2024,Great product! 5 stars ⭐⭐⭐⭐⭐
